sig,formid,editor_id,n,cells,cx,cy,rg_units,hull_cells2
STAT,0003EAD1,NorPlatBgWall02,3,1,98416,-1919,352,0.0
ACTI,0010DA9E,MineOreIron02_LVolcanicTundraDirt,3,3,125516,-10735,17334,2.2
CONT,00080091,TreasDraugrAmbushCorpse04,3,3,74166,25658,87164,5.0
STAT,0003E22D,ImpWoodbeam07,3,3,42253,19067,129069,77.1
STAT,0002136B,UpperTableRound01,3,3,-26647,40292,111441,651.8
STAT,000C56C4,ImpCandle01,3,2,32838,11483,108532,0.4
STAT,0008976B,RockCliff05VolcanicDirt01,3,3,135345,-15639,25347,38.8
ARMO,0002015E,CWDummyShieldSons,3,3,9949,13015,77707,239.7
STAT,0002136D,UpperNightstand01,3,3,64383,39782,97875,417.9
MISC,000F08F1,GlazedJugLarge01Nordic,3,1,162732,25798,193,0.0
LIGH,00088252,DefaultTorch01NSDesat,3,1,163190,26640,990,0.0
STAT,0009A73F,NorExtRubblePile08Snow,3,3,40629,22916,117911,1070.9
STAT,0006D613,SawHorseCuttingWood,3,3,98599,-4807,84374,310.4
STAT,0006D611,SawHorse01,3,3,98597,-4806,84377,310.4
STAT,000B2424,RoadCurveLong45LRamp02Snow,3,3,71196,54126,128407,234.7
STAT,000B0F71,RockTundraLand01_LightSN,3,3,53009,41188,154280,50.2
MISC,0005ADA1,IngotMalachite,3,1,137659,13965,8,0.0
STAT,000B0F70,OrcAwningHalf01_LightSN,3,2,157923,8481,3685,0.5
STAT,0002A33A,StockadeScaffoldBase3Sided01Light_SN,3,2,57917,42868,152597,5.7
ARMO,000209A6,ClothesFarmClothes02,3,3,94593,44843,85114,85.1
STAT,0002A34A,StockadeScaffoldBase0Sided02Light_SN,3,1,159189,4475,210,0.0
STAT,000A9DB5,RuinsAltarBroken_LightSnow,3,3,29161,55481,84112,174.6
MSTT,0002BEB8,CivilWarBannerStorm02,3,3,79769,-14140,121576,895.6
TREE,0006B1B8,TreeReachTree01Snow,3,2,142830,39810,1244,0.0
STAT,0008718C,Whouterwall1,3,3,133681,40274,4090,0.9
BOOK,0001AFDF,SkillBlock3,3,3,79006,-25003,163338,1420.3
ALCH,000722BB,FoodMammothMeatCooked,3,2,158708,22378,22822,0.0
ALCH,0007224C,FoodGoatMeatCooked,3,3,-13739,10484,115081,269.0
MISC,000E2617,BasicPlate01,3,3,159697,-21325,85359,137.4
MISC,0004C3C6,Inkwell01,3,3,91425,35844,113490,672.6
STAT,00034941,NorTmpExtPlatShaftBot01Snow,3,3,36618,65806,73042,147.1
STAT,000C3818,GlacierPillarLg01_NoSN,3,2,177428,69617,9866,0.2
STAT,0001E683,NorTowerRuinsIntTopFloor03,3,3,15272,-7583,128538,928.4
DOOR,00040BB2,ImpJailDoor01,3,2,163447,13086,75931,1.0
STAT,0006F26D,StockadeFreeWall01,3,2,151131,-98715,663,0.0
STAT,000173FF,TreePineForestCutLog01A,3,2,-32981,24795,152666,6.4
STAT,0007727F,OrcLonghouse01,3,3,-53929,-17598,155987,867.8
BOOK,0001AFEC,SkillDestruction1,3,3,67880,-63951,163633,177.3
STAT,00090728,TorchPermanentOff,3,2,80069,-62591,121038,0.1
STAT,0003E1FA,ImpFreeStairs01,3,1,144216,-117792,702,0.0
STAT,000C691B,RockCliff07FallForestDirt01,3,3,143304,-79061,31404,37.3
ACTI,0010DABC,MineOreIron02_LFallForestGrass,3,3,165017,-87482,19425,4.8
STAT,00039DFF,NorDragonStatueBend02,3,2,47489,-55913,71460,0.3
BOOK,0001B005,SkillMarksman1,3,3,28437,-48372,113253,833.4
STAT,000AFB28,RockPileS01RiverMud01,3,3,151871,-95587,12377,2.8
STAT,00087286,RockPileM02RiverMud01,3,3,-36401,-4955,139011,475.4
STAT,000B0EA9,RTFarmhouse01,3,3,156703,-98788,18898,19.9
ACTI,000A5002,defaultSetMultiAVTrigger,3,2,51988,-15996,124222,4.4
STAT,00038642,CommonBench01STATIC,3,3,165718,-67771,34075,2.6
ACTI,00042EC6,NorRetractableBridge01,3,2,-32817,7193,123943,5.6
MSTT,0003107F,FXSlowDrip02_Blood,3,1,151139,-7740,128,0.0
ACTI,0010DA9F,MineOreIron03_LVolcanicTundraDirt,3,3,139806,-10949,6840,3.5
BOOK,0001ACC8,Book2CommonBookofDaedra,3,3,94639,-69400,103666,662.4
STAT,00093D31,Rug05Rolled,3,3,471,59618,117237,484.5
STAT,000EB094,CommonCoffinOpen01,3,2,132333,-12468,470,0.0
STAT,00059338,RockPileS03FieldGrass02,3,3,91582,-28144,104006,5.6
STAT,000E9E9E,ImpExtIceRubble03_NoIceSulur,3,1,138229,-26830,662,0.0
STAT,000897C8,RockM01Sulfur,3,2,136479,-26753,2268,0.1
STAT,000E9E9C,ImpExtIceBlocks03_NoIceSulfur,3,1,138146,-26647,923,0.0
SOUN,000E9DF0,AMBWaterfallSplatterSmall,3,3,9752,-20494,165853,1594.8
STAT,00026FDF,NorTempleExterior01BaseSnow,3,3,52095,-38236,111796,423.4
STAT,00022F23,NorTempleExteriorRibFree01,3,3,-40010,-22926,168582,235.1
STAT,000CE0AE,MetalCageLongSingle01,3,2,170885,-45345,17127,0.3
STAT,0003E212,ImpFloorChunk01,3,3,105877,-56529,112338,1.9
CONT,0010E7E5,RiftenConfiscatedGoodsChest,3,2,174197,-85342,1550,0.1
LIGH,000B215E,RiftenLight01,3,2,169238,-95607,2008,0.1
STAT,000F03D7,RTChimney01,3,1,170042,-96072,986,0.0
STAT,000EA65B,FishingPoleCollection,3,1,166910,-95184,280,0.0
STAT,0007142B,RoadStraightLong01FallForestDirt01,3,1,166299,-55204,1425,0.0
STAT,0005FBC9,DwePipeCap02,3,2,-43683,20752,151672,5.8
STAT,00026FDE,NorTempleExterior01Base,3,3,-117812,48680,62169,251.6
MISC,000F5D08,Pitchfork002,3,2,-166530,5607,3131,0.2
LIGH,0003559C,DefaultTorch01NS_NoMove,3,2,-170947,5563,1324,0.1
STAT,0005ADDD,DweWallSconce02,3,2,-168142,44618,1088,0.1
STAT,0005B09A,DwePlatBgStairMid02,3,2,-165589,45120,2132,0.1
STAT,0009202B,RoadStraightLong02ReachDirt01,3,3,-148814,40962,32785,56.4
MISC,0006851E,GemAmethystFlawless,3,3,-62954,22929,63446,200.2
STAT,00053989,RockCliffMineEntranceReachGrass01A,3,3,-136486,23790,15168,17.3
SOUN,0002D3C4,AMBWaterfallDistant70002DLP,3,2,-151520,11156,3399,0.0
STAT,0006600B,SkyHavenTmpExtPlatFloorRaised01,3,2,-128862,7532,1769,0.1
FURN,000E2405,BedrollHay01LReachDirt01FL,3,3,-143494,5631,27625,16.6
STAT,0006DA93,SkyHavenTorchPillar01,3,3,-129463,7390,2259,0.1
STAT,0005032D,SkyHavenRubblePileSmall01,3,3,-132458,8343,6258,0.7
STAT,00050339,SkyHavenRubblePile01,3,3,-133307,7844,6393,0.4
STAT,0003E983,Campfire01LandOffReachDirt,3,3,-128563,20771,34715,74.7
STAT,00057AE4,RockPileL01ReachGrass01,3,3,-150501,23082,44120,99.7
SLGM,0002E4E3,SoulGemPettyFilled,3,3,-89207,39035,60773,54.4
ACTI,0010DCB9,MineOreSilver01_LReachGrass,3,3,-147974,-1428,34217,78.0
STAT,000B2426,RoadCurveLong45RRamp01Snow,3,3,-124078,109150,43459,0.6
STAT,000455A7,MineWoodbeam02,3,2,-81833,28761,63810,1.1
STAT,00013F80,NorRmSmCorOutR01,3,2,-102107,25245,87971,2.8
ACTI,00079923,TrapFallingRockLg01,3,2,-68099,-59463,82869,5.2
STAT,000B1B73,RuinsPot04Static,3,3,-88398,-3691,60034,71.6
STAT,0007D7BB,RockPileL03ReachMoss01,3,3,-128852,31850,40150,7.6
STAT,000A94DA,RockCliff02Tundra01,3,3,-90807,17974,40924,64.0
CONT,00020658,TreasForswornChestBoss,3,2,-103895,3439,19073,0.0
STAT,0003445C,NorRubblePiece05,3,3,-90672,10849,30823,22.5
MSTT,000AAEDA,FXMistLow01Long_Inverted,3,2,-129445,8699,1290,0.1
STAT,00066007,SkyHavenTmpExtPlatCorDblEnd01,3,1,-128492,9085,989,0.0
STAT,00101A45,BedrollHay01STATICReachDirt,3,1,-119449,49892,125,0.0
FLOR,000ECA5D,FloraMushroom05ReachDirt01,3,1,-112910,87467,103,0.0
STAT,000009C6,StonewallTerrace01,3,1,-101310,83460,852,0.0
FLOR,000ECA58,FloraMushroom02SmallReachDirt01,3,1,-106425,77495,101,0.0
STAT,000D8DA2,RoadSignRorikstead01R,3,3,-67872,13332,69493,9.7
MISC,00067183,SoulGemPiece003,3,2,-78856,1524,31951,0.0
ARMO,0003B97C,JewelryRingSilver,3,3,-86586,22376,34435,0.3
STAT,00099D3D,SkeeverNestBale04,3,1,-91247,17904,827,0.0
STAT,000C3915,RockPileL02Tundra01,3,3,-61302,25597,22905,4.7
STAT,000455D4,MineScaffoldRope02,3,3,-61307,38015,64551,81.1
SOUN,0010C303,AMBShipCreakBellsLP,3,3,-63402,94880,2918,0.2
SOUN,0010C2E8,AMBShipCreakBellsDistantLP,3,3,-63401,94901,2925,0.2
STAT,000D0CCC,SSighPost02,3,2,-76440,94999,2906,0.0
IDLM,000B81FA,WipeBrowIdleMarker,3,1,-75383,96926,795,0.0
STAT,000B11AD,SFarmhouseSteps01,3,2,-76296,95058,2922,0.0
STAT,0007F933,Splanter01Snow,3,1,-81081,116086,618,0.0
STAT,0007F92F,SPatioWall30Snow,3,2,-81328,116924,1145,0.1
STAT,0007F92B,SPatioWallStairs02Snow,3,2,-81682,114784,1580,0.0
MSTT,000D61B6,BFXFireVol01,3,1,-67565,103470,1465,0.1
STAT,000AEE0B,DockStrEnt02,3,2,-65463,96916,1507,0.0
STAT,0003107B,RockCaveEntrance02SnowRocks01_LightSN,3,3,-44813,41116,80642,39.0
MISC,00033760,Charcoal,3,1,-41367,63731,14,0.0
STAT,000CF73B,RockPileS03FrozenMarshGrass01,3,3,-32743,92279,2543,0.1
STAT,00025DB3,MountainCliffSlopeFrozenMarshIce01,3,2,-47748,89748,1580,0.1
STAT,000B018F,DirtCliffs05FrozenMarshGrass01,3,3,-35442,83187,19498,27.9
STAT,000CBB2A,RockPileL04FrozenMashDirtSlope01,3,3,-36849,79855,11923,1.3
WEAP,0002015D,CWDummyMaceSons,3,2,-41572,44526,42212,0.3
STAT,0003E21C,ImpPillarBroken02,3,2,-54469,18439,37649,1.5
STAT,0006F729,ImpExtTowerShort01,3,2,-57040,15839,74263,5.1
STAT,00093D33,Rug06Rolled,3,2,-35298,121616,23284,0.0
STAT,0008CD45,TundraPond01Snow01,3,3,-12078,65998,2863,0.2
STAT,0005DF64,NorExtWallBg3Way01Snow,3,2,-15440,48013,1435,0.1
STAT,00101B5C,RuinsPot04StaticIce,3,2,-19353,44384,1099,0.1
MSTT,00013B42,FXFire02,3,1,-13704,91967,481,0.0
STAT,000A2D77,DweFacadeHallSmAlcove01ice,3,2,-783,85617,483,0.0
STAT,000597C3,RockPileS04RPineForest02,3,2,-48794,-81466,28482,0.8
STAT,0003445A,NorRubblePiece03,3,3,-49174,-39275,20139,21.2
STAT,0004D721,TundraStreamBend01PineForest02,3,3,-43645,-69624,11344,2.5
MSTT,000EEE04,BFXOilBarrelOpen01,3,1,-41515,-84390,1199,0.0
STAT,00075421,RockPileS04FieldGrass02,3,2,-39467,-66339,13869,1.8
STAT,00017179,RuinsPuzzlePillarBase,3,2,-32121,-24592,532,0.0
ACTI,000AA8CE,NorDefaultPuzzlePillar01,3,2,-32121,-24592,531,0.0
DOOR,0007DF47,SPatioGate01,2,1,-79282,111813,192,0.0
STAT,00027323,SkyrimCloudShape04,2,2,-67028,40297,117170,0.0
ACTI,00077F85,DarkwaterLeavingTrigger,2,2,108768,-45246,4077,0.0
BOOK,0008ACCC,CWFortGreymoorNoteArchery01,2,1,-14898,-9259,262,0.0
STAT,000272A8,SkyrimCloudShape06_50,2,2,100719,3910,24688,0.0
STAT,0002743A,SkyrimCloudDistant04_O_25,2,2,137987,-60235,88690,0.0
STAT,00030428,CW1MeleeCloseDefender,2,2,15852,-81528,723,0.0
FURN,000EFC74,SearchChest,2,1,166929,-95091,186,0.0
FURN,000F11E9,PrayCrouchedMarker,2,2,144311,-95439,57467,0.0
TXST,0006852D,ShadowMarkDangerStone01,2,2,-38036,11751,92835,0.0
ACTI,0001A4BB,TrapStonePressurePlate02,2,2,-31423,-1849,134679,0.0
DOOR,000988DF,NorDoorSmLoad02HiddenMinUse,2,2,-49800,72692,49308,0.0
IDLM,0006FEFF,SearchingChestIdleMarker,2,2,4559,-2212,81604,0.0
ACTI,000709B1,NorWordWallWordSu,2,2,-116959,74883,35912,0.0
ACTI,0007098F,NorWordWallWordGrah,2,2,-116959,74883,35912,0.0
ACTI,00070989,NorWordWallWordDun,2,2,-116959,74883,35912,0.0
FURN,00037DE8,InvisibleChairPlayerSingle,2,1,-82131,43938,31,0.0
FURN,00046B81,CreatureAlcoveBgMarker,2,2,118200,24886,54862,0.0
FURN,000C482E,LayDownMarker,2,2,-463,45380,133310,0.0
ACTI,000DB895,CombatDummy03,2,2,60921,36628,100310,0.0
ACTI,00050783,MG05WinterholdUpdateTrigger,2,2,109853,103110,2474,0.0
ACTI,0001B3C0,TrapMace01,2,2,44866,8247,31562,0.0
DOOR,00061435,ShipTrapdoor01MinUseHidden,2,2,-3378,8375,32189,0.0
IDLM,000E4871,PointFar02Marker,2,2,73972,46961,85475,0.0
FURN,000E2402,BedrollHay01LFieldGrass01F,2,2,33149,-12519,18834,0.0
FURN,001015FE,BedrollHay01FSnow01,2,1,-11388,84775,198,0.0
FURN,000C1988,BedrollHay01LPineForest03F,2,1,-92724,89328,541,0.0
ACTI,00072E9F,CombatDummy02,2,2,-148459,29480,52186,0.0
FURN,00042B8A,OrcChair01F,2,1,-145853,-23283,770,0.0
DOOR,000252C7,WRDragonDoor01,2,2,111,4384,38073,0.0
FURN,00021377,UpperBedSingle01,2,2,-64903,-24742,27557,0.0
ACTI,00098665,NorPullChain01,2,2,-57745,20476,61381,0.0
ACTI,00077281,DoorDeadBolt01,2,2,-18962,46389,99613,0.0
TXST,00069815,ShadowMarkSafeWood01,2,1,170499,-104150,1162,0.0
ACTI,0003A53D,DefaultDisableOnLoadAfterTrig,2,2,-441,16484,107024,0.0
DOOR,0005A281,DBKatariahChainActivator,2,1,-47762,108617,0,0.0
ACTI,000587DA,ImpPortGateFortExt,2,2,128452,-101584,23674,0.0
DOOR,000E41DA,HelgenGate01,2,2,19299,-77685,2058,0.0
DOOR,0009F27C,WHDoorFrontGate,2,2,136650,36201,2198,0.0
DOOR,0001EBED,NorDoorSm01,2,2,-117988,27870,1180,0.0
ACTI,0009DD0E,MQ204HrothgarPushbackTRIG,2,1,58456,-39972,1071,0.0
ACTI,00081C5B,DA09Trigger,2,2,-94801,99385,960,0.0
DOOR,000351EB,AutoLoadDoorHiddenMinUse01,2,2,2983,-14031,36707,0.0
DOOR,000453D8,SHouseDoor02,2,2,-73569,106005,8860,0.0
DOOR,0008A1F9,RTMainGate01,2,2,173269,-96277,4330,0.0
ACTI,00021513,NorLever01,2,2,-143818,26801,979,0.0
DOOR,000F1C16,NorDoorSmLoad01MinUse,2,2,55979,2828,74807,0.0
ACTI,000709AA,NorWordWallWordRaan,2,2,48353,9801,120575,0.0
ACTI,000709A2,NorWordWallWordMir,2,2,48353,9801,120575,0.0
ACTI,000709B2,NorWordWallWordTah,2,2,48353,9801,120575,0.0
ACTI,00070987,NorWordWallWordDiin,2,2,63456,17613,74718,0.0
ACTI,0007099A,NorWordWallWordKrah,2,2,63456,17613,74718,0.0
ACTI,0007098C,NorWordWallWordFo,2,2,63456,17613,74718,0.0
ACTI,000709A0,NorWordWallWordMaar,2,2,-4234,-71945,185903,0.0
ACTI,000709AC,NorWordWallWordRu,2,2,-4234,-71945,185903,0.0
ACTI,0007098A,NorWordWallWordFaas,2,2,-4234,-71945,185903,0.0
STAT,00030416,CW4MeleeCloseAttacker,2,1,16778,-15813,61,0.0
STAT,0003043E,CW4MissileWideDefender,2,2,22566,28758,34690,0.0
ACTI,00075C16,CartPassenger,2,2,22443,-94261,496,0.0
STAT,000273B7,SkyrimCloudShape02_O_50,2,2,-94192,29881,82068,0.0
STAT,000272AE,SkyrimCloudShape06,2,2,6905,1083,135404,0.0
STAT,000273FC,SkyrimCloudDistant06_O,2,2,-107678,1175,88417,0.0
STAT,0010C4B0,INV_SkyrimCloudDistant06_O,2,2,42005,30363,43779,0.0
STAT,0010C4BD,INV_SkyrimCloudDistant04_50,2,2,19934,23500,89995,0.0
STAT,000272AF,SkyrimCloudShape05_O_50,2,2,141267,-36847,4805,0.0
STAT,000272B1,SkyrimCloudShape05_O,2,1,65821,47033,650,0.0
STAT,000273AC,SkyrimCloudShape03_25,2,2,188943,-36013,2022,0.0
STAT,0010C4C0,INV_SkyrimCloudDistant03_O_50,2,2,-33491,16009,147853,0.0
STAT,0002747E,SkyrimCloudDistant02_O_25,2,2,190434,-63758,42330,0.0
STAT,00027499,SkyrimCloudDistant02_25,2,2,149779,-75201,45460,0.0
STAT,0002744C,SkyrimCloudDistant04_25,2,2,207000,-74709,40431,0.0
STAT,00027425,SkyrimCloudDistant05_O_25,2,2,-16789,-65041,71955,0.0
ACTI,0010D075,MineOreOrichalcum01_LTundraRocks,2,2,8668,24131,22003,0.0
STAT,000C2B12,NorDwelling03ExtCourtStairs01SnowLight,2,2,52325,76104,61480,0.0
STAT,000C2B11,NorDwelling03ExtBaseBSnowLight,2,2,52325,76104,61480,0.0
STAT,0009A899,NorRmSmFloorRaised02sn_light,2,2,-61062,55586,75113,0.0
ACTI,0010D051,MineOreGold01_LTundraRocks,2,2,1977,24020,8611,0.0
STAT,000C33EF,RockPileL02FieldGrass01,2,2,-42123,18826,74030,0.0
STAT,0003E236,ImpRubblePile03,2,2,28761,12364,4189,0.0
STAT,0003E213,ImpLRoomPillar03,2,2,-12110,3482,44573,0.0
BOOK,0001AFD0,SkillSmithing3,2,2,-26167,-34682,60058,0.0
ALCH,0003EAE3,RestoreHealth04,2,1,2996,13136,11,0.0
ACTI,0010D094,MineOreSilver04_LTundraRocks,2,2,-5263,16926,10859,0.0
BOOK,0001ACE6,SkillPickpocket3,2,2,60412,-22027,46065,0.0
STAT,000D97E9,RockCliff08TundraRocks01,2,2,-13455,-12337,39745,0.0
STAT,0006F764,ImpExtIceBldgICorner01,2,2,-58435,90367,90402,0.0
STAT,00071847,ImpStableDouble01Snow,2,2,31566,-14793,75769,0.0
FURN,0006E7AF,DweFurnitureChair02F,2,1,25773,46028,76,0.0
MSTT,0001ED67,DweBanner03,2,1,25509,45710,288,0.0
ACTI,000D9887,ShrineofMara,2,2,-57830,17698,62437,0.0
STAT,0006CFBA,DweClutterTrough01snow,2,2,50644,55170,52481,0.0
BOOK,0001B00F,SkillIllusion1,2,2,109799,3033,114946,0.0
STAT,00055C0D,DweFacadeHallSmEndCap01,2,2,-81990,65187,88927,0.0
STAT,000BFF44,DweRmLgColumn01snow,2,1,5768,85168,503,0.0
STAT,000C2104,CrateSmall02_LightSN,2,2,69764,81909,62461,0.0
STAT,00096CA7,GiantClubStaticSnow,2,1,22261,78752,101,0.0
FLOR,000CE84C,FloraMushroom05Dirt01,2,2,106548,-19599,131194,0.0
ALCH,000669A3,FoodMammothCheeseBowl,2,2,82446,34931,74569,0.0
MSTT,000F597F,GiantCampfire01BurningDirt01,2,2,44751,55228,33713,0.0
STAT,000C06F4,TreePineForestHollow01Snow,2,2,85235,-22000,120644,0.0
STAT,0002C2AC,CaveIIcicle01,2,2,27118,27269,48038,0.0
BOOK,0001B00D,SkillSpeechcraft1,2,2,-35385,74540,36670,0.0
STAT,000E36E5,RockPileL04CoastOceanFloor01,2,2,-3665,123513,19772,0.0
STAT,000C3E54,RockPileL02CoastOceanFloor01,2,2,48658,119339,32376,0.0
MSTT,000A4C51,MythicDawnBanner02,2,1,31038,108060,388,0.0
ACTI,0010DB3E,MineOreQuicksilver01_LCoastBeach,2,2,88043,95735,75860,0.0
BOOK,0001AFC9,SkillAlteration1,2,2,34919,13901,98343,0.0
MSTT,000D203E,CityBannerDawnstar01,2,2,32898,102660,408,0.0
STAT,000C585E,RockCliffMineEntrance02Snow,2,2,11328,84777,25454,0.0
BOOK,0001AFDD,SkillBlock1,2,2,-61542,50331,99723,0.0
MISC,000D284D,DeerHide02,2,2,54624,1273,103668,0.0
STAT,00099D47,FalmerBFence02,2,2,47148,35489,24471,0.0
ACTI,0010D04B,MineOreCorundum03_LTundraRocks,2,2,-36853,13496,76186,0.0
STAT,00070BB4,ImpExtLighthouse01,2,2,3596,39166,67570,0.0
STAT,00043941,RockTundraLand02RiverbedEdge,2,2,62077,1013,791,0.0
STAT,00061C82,RuinsSconceAndBaseice,2,1,59200,54963,239,0.0
STAT,000D8DAB,RoadSignDawnstar01L,2,2,63921,49785,8119,0.0
STAT,0007181F,ShackFrameBEnd01Snow,2,2,88511,71702,30323,0.0
STAT,0002A34D,StockadeWoodbeam03Light_SN,2,2,49676,-1326,92053,0.0
STAT,000FE6A7,WerewolfHeadSpike3,2,2,78764,42459,43916,0.0
STAT,000FE6A6,WerewolfHeadSpike2,2,2,77953,42723,43157,0.0
STAT,0005F221,ImpCandelabraNoCandle,2,2,121650,-14253,108890,0.0
MSTT,000D201E,GenericBannerYellow02,2,2,-10472,22809,79933,0.0
STAT,000D9289,WallMountedWolf02,2,2,-55630,35636,114760,0.0
STAT,00109B48,StockadeBarrier01Heavy_SN,2,1,42339,71822,104,0.0
STAT,000687AA,StockadeBridgeShort01Light_SN,2,2,38665,-10685,82274,0.0
STAT,000C2E8E,MountainTrim02CoastOceanFloor01,2,2,66736,119613,11609,0.0
MISC,0008F997,StatueDibellaGold,2,2,70458,115577,19878,0.0
STAT,0007F8AB,Campfire01LandOffCoastBeach,2,2,102227,92406,66742,0.0
ALCH,00064B30,FoodBoiledCremeTreat,2,1,38849,112934,7,0.0
ARMO,00080699,ClothesMinerBoots,2,2,99443,58594,81614,0.0
STAT,000EF697,RockPileM02WetDirt01,2,2,61461,106900,3788,0.0
ACTI,0010D096,MineOreSilver04_LSnowRocks,2,2,111522,66345,64880,0.0
STAT,0003E227,ImpWoodbeam01,2,2,57219,51629,53449,0.0
STAT,000FF8F0,DweFacadeTowerArchPASnow,2,2,78238,25409,1157,0.0
STAT,000765FE,DweWallArch01Snow,2,2,77575,27189,1449,0.0
STAT,00076603,DweFacadeHallSm4way01Snow,2,1,77055,26847,764,0.0
STAT,0002A336,StockadeBridgeExtraExtraLong01Light_SN,2,1,76947,25654,237,0.0
STAT,000D9315,DweFacadeTowerSpacer01NoStepSnow,2,2,78713,55957,28406,0.0
ACTI,000D9885,ShrineofJulianos,2,2,85524,1356,29694,0.0
STAT,0005511D,DweFacadePartitionBaseMid01,2,1,77276,24312,512,0.0
MISC,000C886C,DwarvenScrapBent,2,2,119640,-27205,55202,0.0
MISC,00027F03,DwarvenHighBowl01,2,2,119901,-27326,55505,0.0
STAT,00032D1F,NorRubblePile05Snow,2,2,15686,24021,55543,0.0
BOOK,0001B009,SkillMarksman5,2,2,-2758,23619,79695,0.0
BOOK,0001ACDC,Book2CommonShortLifeUrielSeptim,2,2,77612,-8386,9962,0.0
INGR,00034D31,ElvesEar,2,2,116044,6253,41924,0.0
STAT,00075033,DweClutterColmLarge01LightSnow,2,2,91942,70415,9065,0.0
STAT,0009A8A5,NorExSmFree01Snow,2,1,78960,64466,128,0.0
STAT,0001FCF3,Tombstone02,2,2,21758,-1914,84391,0.0
INGR,0003F7F8,TundraCotton,2,2,12948,55696,63306,0.0
STAT,00013F7B,NorRmSmAlcove01,2,2,108431,87463,36437,0.0
STAT,0009DB6C,NorTable01NoShadowsnow,2,2,105283,87777,36390,0.0
STAT,000F3E26,RockPileS03GrassSnow01Heavy_SN,2,2,84956,46299,3845,0.0
ACTI,0010D059,MineOreGold04_LSnowRocks,2,2,113522,35164,48064,0.0
ACTI,00068B7F,DB08HideBodyTrigger,2,1,76582,47218,241,0.0
STAT,0005FBC1,DwePipe1way02,2,1,84499,42919,192,0.0
STAT,0005FBC4,DwePipe1wayVent01,2,2,126738,17349,49575,0.0
STAT,00065CC1,NorPlatMid01_LightSN,2,1,91894,91802,385,0.0
STAT,00065CB7,NorRmBgCorOutR01_HeavySN,2,1,92298,91558,617,0.0
STAT,00065CB6,NorRmBgCorOutL01_HeavySN,2,1,92545,92007,258,0.0
STAT,00065CBB,NorRmBgWallSide01_HeavySN,2,1,92800,91584,128,0.0
STAT,000F6308,StockadeScaffoldTop0Sided01PlanksLight_SN,2,1,93156,92296,131,0.0
STAT,0002A33F,StockadeScaffoldBase2Sided01Light_SN,2,2,103325,73098,21137,0.0
STAT,000F9999,CommonShelf01Light_SN,2,1,90729,91290,78,0.0
AMMO,0006DA4F,TrapDweBallistaBoltAmmo01,2,1,81339,90615,24,0.0
STAT,00074FA5,DweFloorRaised02SnowLight,2,2,89629,80173,10586,0.0
STAT,000B7997,DweRubblePileCeiling02,2,1,76291,79473,85,0.0
STAT,000C0086,GlacierCaveEntrance02,2,2,111789,83974,34260,0.0
STAT,000F48EA,StockadeScaffoldBridge03Light_SN,2,2,78842,77258,1454,0.0
BOOK,0001B22D,Book2ReligiousAncestorsandtheDunmer,2,2,123338,54872,49949,0.0
MSTT,000D2016,GenericBannerGreen02,2,2,-25030,52754,121259,0.0
CONT,000BF146,TreasRuinsUrnSmall01EMPTY,2,2,-16685,105847,112613,0.0
STAT,00043327,NorRmShaftMidStairDeck01snow,2,2,44387,99769,54365,0.0
MISC,00068521,GemGarnetFlawless,2,2,-28272,56662,128644,0.0
ARMO,000877AB,JewelryRingSilverGarnet,2,2,90292,52011,57007,0.0
MISC,00098620,SilverGoblet01,2,2,22297,51689,88200,0.0
STAT,000F76C5,NorExtWallBgStairsSingle01_lightSn,2,2,-11513,102178,83310,0.0
MSTT,000A8467,FXDrips01_More,2,2,124267,55864,25502,0.0
MSTT,000A8469,FXDrips01_Most_Wider,2,2,-12413,13728,129836,0.0
STAT,000C9B5A,ImpExtIceBlocks04_NoIce,2,2,119666,19792,1193,0.0
STAT,0002BEB6,ImpExtIceTower01Dark_NoIce,2,2,68946,-31591,71840,0.0
STAT,000C1DC7,ImpExtIceBldgCorner03_NoIce,2,2,66226,-29158,71311,0.0
STAT,000455A9,MineWoodbeamShort01,2,2,52864,13987,68009,0.0
ACTI,0010DAD1,MineOreCorundum02_LVolcanicTundraRocks,2,2,135639,-3007,20116,0.0
STAT,0007E5F9,RockCliff05RockTile01,2,2,-8002,37583,129083,0.0
ARMO,0006C1DA,ClothesFarmClothesVariant03,2,2,-15454,27126,138545,0.0
ARMO,000CEE84,ClothesFineHat02,2,2,31098,-12459,92482,0.0
STAT,0003F96D,ImpExtBldgICorner03,2,2,35307,-21738,71410,0.0
STAT,00040B34,ImpExtTowerShellWall01,2,2,122332,-56638,67413,0.0
BOOK,0002F837,SkillEnchanting1,2,2,-158,20893,118288,0.0
STAT,000D5714,CrateSmall04WeatheredSnow,2,2,131056,67533,20965,0.0
STAT,00074357,CartPassengerSTATICSnow,2,2,139591,50121,31632,0.0
STAT,0003E217,ImpLRoomPillar02,2,2,29760,21557,87678,0.0
MISC,000B9BD8,GlazedBowl02,2,2,10186,65492,102104,0.0
INGR,0003AD5E,FireSalts,2,2,132519,-10007,64859,0.0
STAT,0009A2FF,WHinnerwall01,2,2,131331,42809,2375,0.0
STAT,0006F15A,Farmhouse03Snow,2,2,129367,33457,17666,0.0
STAT,0006F14C,Farmhouse04Snow,2,2,129758,34411,20596,0.0
STAT,00074E32,DweRubbleColumn02SnowLight,2,1,123940,97170,42,0.0
